Metadata_Plate,negcon,poscon,trt
CP-CC9-R3-02,29,36,319
CP-CC9-R3-03,29,36,319
CP-CC9-R3-04,28,36,320
CP-CC9-R3-05,28,36,320
CP-CC9-R3-06,28,36,320
CP-CC9-R3-07,28,36,320
CP-CC9-R3-08,28,36,320
CP-CC9-R3-09,28,36,320
CP-CC9-R3-10,30,36,318
CP-CC9-R3-11,29,36,319
CP-CC9-R3-12,182,36,166
CP-CC9-R3-13,28,36,320
CP-CC9-R3-14,30,37,317
CP-CC9-R3-15,30,36,318
CP-CC9-R3-16,29,36,319
CP-CC9-R3-17,30,36,318
CP-CC9-R3-18,29,36,319
CP-CC9-R3-19,28,36,320
CP-CC9-R3-20,28,36,320
CP-CC9-R3-21,29,36,319
CP-CC9-R3-22,28,36,320
CP-CC9-R3-23,28,36,320
CP-CC9-R3-24,29,36,319
CP-CC9-R3-25,29,36,319
CP-CC9-R3-26,28,36,320
CP-CC9-R3-27,192,36,156
CP-CC9-R3-28,384,0,0
CP-CC9-R3-29,64,11,309
CP-CC9-R4-03,31,36,317
CP-CC9-R4-04,30,36,318
CP-CC9-R4-05,38,36,310
CP-CC9-R4-06,28,36,320
CP-CC9-R4-07,29,36,319
CP-CC9-R4-08,39,36,309
CP-CC9-R4-09,28,36,320
CP-CC9-R4-10,28,36,320
CP-CC9-R4-11,29,36,319
CP-CC9-R4-12,186,36,162
CP-CC9-R4-13,28,36,320
CP-CC9-R4-14,29,37,318
CP-CC9-R4-15,28,36,320
CP-CC9-R4-16,29,36,319
CP-CC9-R4-17,31,36,317
CP-CC9-R4-18,30,36,318
CP-CC9-R4-19,28,36,320
CP-CC9-R4-20,30,36,318
CP-CC9-R4-21,30,36,318
CP-CC9-R4-22,29,36,319
CP-CC9-R4-23,29,36,319
CP-CC9-R4-24,30,36,318
CP-CC9-R4-25,29,36,319
CP-CC9-R4-26,28,36,320
CP-CC9-R4-27,193,36,155
CP-CC9-R4-28,384,0,0
CP-CC9-R5-01,28,36,320
CP-CC9-R5-02,30,36,318
CP-CC9-R5-03,29,36,319
CP-CC9-R5-04,28,36,320
CP-CC9-R5-05,29,36,319
CP-CC9-R5-06,29,36,319
CP-CC9-R5-07,29,36,319
CP-CC9-R5-08,29,36,319
CP-CC9-R5-09,28,36,320
CP-CC9-R5-10,29,36,319
CP-CC9-R5-11,29,36,319
CP-CC9-R5-12,182,36,166
CP-CC9-R5-13,29,36,319
CP-CC9-R5-14,33,37,314
CP-CC9-R5-15,29,36,319
CP-CC9-R5-16,29,36,319
CP-CC9-R5-17,30,36,318
CP-CC9-R5-18,31,36,317
CP-CC9-R5-19,28,36,320
CP-CC9-R5-20,28,36,320
CP-CC9-R5-21,30,36,318
CP-CC9-R5-22,30,36,318
CP-CC9-R5-23,29,36,319
CP-CC9-R5-24,29,36,319
CP-CC9-R5-25,28,36,320
CP-CC9-R5-26,30,36,318
CP-CC9-R5-27,193,36,155
CP-CC9-R5-28,384,0,0
CP-CC9-R5-29,64,11,309
CP-CC9-R6-01,28,36,320
CP-CC9-R6-02,270,36,78
CP-CC9-R6-19,28,36,320
CP-CC9-R6-28,384,0,0
CP-CC9-R6-29,79,11,294
CP-CC9-R7-01,28,36,320
CP-CC9-R7-02,28,36,320
CP-CC9-R7-19,28,36,320
CP-CC9-R7-28,384,0,0
CP-CC9-R7-29,79,11,294
CP-CC9-R8-01,28,36,320
CP-CC9-R8-02,28,36,320
CP1-SC1-01,32,32,318
CP1-SC1-04,32,34,317
CP1-SC1-05,33,33,318
CP1-SC1-06,33,32,319
CP1-SC1-07,32,32,320
CP1-SC1-08,38,32,311
CP1-SC1-09,36,32,315
CP1-SC1-10,34,32,318
CP1-SC1-11,34,32,318
CP1-SC1-12,32,33,319
CP1-SC1-13,32,32,320
CP1-SC1-14,33,32,319
CP1-SC1-15,34,32,318
CP1-SC1-16,39,32,313
CP1-SC1-17,77,32,275
CP1-SC1-18,38,32,314
CP1-SC1-19,164,33,187
CP1-SC1-20,32,32,318
CP1-SC1-21,32,32,320
CP1-SC1-22,32,32,320
CP1-SC1-23,61,32,291
CP1-SC1-24,384,0,0
CP1-SC1-25,64,11,309
CP1-SC2-25,64,11,309
CP2-SC1-01,32,32,318
CP2-SC1-02,32,32,319
CP2-SC1-03,34,32,318
CP2-SC1-04,32,34,317
CP2-SC1-05,33,33,318
CP2-SC1-06,33,32,319
CP2-SC1-07,32,32,320
CP2-SC1-08,38,32,314
CP2-SC1-09,36,32,316
CP2-SC1-10,34,32,318
CP2-SC1-11,34,32,318
CP2-SC1-12,32,33,319
CP2-SC1-13,32,32,320
CP2-SC1-14,33,32,319
CP2-SC1-15,34,32,318
CP2-SC1-16,39,32,313
CP2-SC1-17,77,32,275
CP2-SC1-18,38,32,314
CP2-SC1-19,164,33,187
CP2-SC1-20,32,32,318
CP2-SC1-21,32,32,320
CP2-SC1-22,32,32,320
CP2-SC1-23,61,32,291
CP2-SC1-24,384,0,0
CP2-SC1-25,64,11,309
CP3-SC1-02,32,32,319
CP3-SC1-03,34,32,318
CP3-SC1-04,32,34,317
CP3-SC1-05,33,33,318
CP3-SC1-06,33,32,319
CP3-SC1-07,32,32,320
CP3-SC1-08,38,32,314
CP3-SC1-09,36,32,316
CP3-SC1-10,34,32,318
CP3-SC1-11,34,32,318
CP3-SC1-12,32,33,319
CP3-SC1-13,32,32,320
CP3-SC1-14,33,32,319
CP3-SC1-15,34,32,318
CP3-SC1-16,39,32,313
CP3-SC1-17,77,32,275
CP3-SC1-18,38,32,314
CP3-SC1-19,164,33,187
CP3-SC1-20,32,32,318
CP3-SC1-21,32,32,320
CP3-SC1-22,32,32,320
CP3-SC1-23,61,32,291
CP3-SC1-24,384,0,0
CP3-SC1-25,64,11,309
CP3-SC2-24M,384,0,0
CP3-SC2-25M,64,11,309
CP4-SC1-05,33,33,318
CP4-SC1-06,33,32,319
CP4-SC1-07,32,32,320
CP4-SC1-08,38,32,314
CP4-SC1-09,36,32,316
CP4-SC1-10,34,32,318
CP4-SC1-11,34,32,318
CP4-SC1-12,32,33,319
CP4-SC1-13,32,32,320
CP4-SC1-14,33,32,319
CP4-SC1-15,34,32,318
CP4-SC1-16,39,32,313
CP4-SC1-17,77,32,275
CP4-SC1-19,164,33,187
CP4-SC1-20,32,32,318
CP4-SC1-21,32,32,320
CP4-SC1-22,32,32,320
CP4-SC1-23,61,32,291
CP4-SC1-24,384,0,0
CP4-SC1-25,64,11,309
CP5-SC1-01,32,32,318
CP5-SC1-03,34,32,318
CP5-SC1-04,32,34,317
CP5-SC1-05,33,33,318
CP5-SC1-06,33,32,319
CP5-SC1-07,32,32,320
CP5-SC1-08,38,32,314
CP5-SC1-09,36,32,316
CP5-SC1-10,34,32,318
CP5-SC1-11,34,32,318
CP5-SC1-12,32,33,319
CP5-SC1-13,32,32,320
CP5-SC1-14,33,32,319
CP5-SC1-15,34,32,318
CP5-SC1-16,39,32,313
CP5-SC1-17,77,32,275
CP5-SC1-18,38,32,314
CP5-SC1-19,164,33,187
CP5-SC1-20,32,32,318
CP5-SC1-21,32,32,320
CP5-SC1-22,32,32,320
CP5-SC1-23,61,32,291
CP5-SC1-24,384,0,0
CP5-SC1-25,64,11,309
CP6-SC1-01,32,32,318
CP6-SC1-02,32,32,319
CP6-SC1-03,34,32,318
CP6-SC1-04,32,34,317
CP6-SC1-18,38,32,314
CP7-SC1-01,32,32,318
CP7-SC1-02,32,32,316
CP7-SC1-03,34,32,318
CP8-SC1-02,32,32,316
DMSO71-102_1,384,0,0
DMSO71-102_2,384,0,0
Dest210531-152149,32,32,177
Dest210531-152324,32,32,174
Dest210531-152459,32,32,177
Dest210531-152634,32,32,171
Dest210531-152810,32,32,310
Dest210531-152945,32,32,303
Dest210531-153120,32,32,313
Dest210531-153804,32,32,315
Dest210601-153606,32,32,80
Dest210601-153742,32,32,80
Dest210601-153918,32,32,80
Dest210601-154127,32,32,78
Dest210601-154302,32,32,80
Dest210601-154437,32,32,80
Dest210601-154612,32,32,80
Dest210601-154924,32,32,78
Dest210601-155059,32,32,79
Dest210601-155234,32,32,80
Dest210601-155410,32,32,80
Dest210601-155546,32,32,78
Dest210601-155722,32,32,79
Dest210601-155859,32,29,80
Dest210607-134443,32,32,318
Dest210607-134618,32,32,317
Dest210607-134930,32,32,319
Dest210607-135106,32,32,320
Dest210607-135241,32,32,317
Dest210607-135426,32,32,320
Dest210607-135749,32,32,238
Dest210607-140103,32,32,238
Dest210607-140241,32,32,314
Dest210607-140420,32,32,315
Dest210607-140601,32,32,311
Dest210608-150932,32,32,240
Dest210608-151108,32,32,236
Dest210608-151243,32,32,235
Dest210608-151418,32,32,236
Dest210608-151554,32,32,319
Dest210608-151729,32,32,319
Dest210608-152434,32,28,319
Dest210608-152610,32,29,316
Dest210608-152745,32,28,319
Dest210608-152921,32,28,315
Dest210608-153057,32,27,318
Dest210608-153234,32,28,311
Dest210608-153411,32,28,317
Dest210614-162933,32,32,318
Dest210614-163109,32,32,316
Dest210614-163244,32,32,320
Dest210614-163446,32,32,316
Dest210614-163621,32,32,318
Dest210614-163756,32,32,316
Dest210614-163932,32,32,319
Dest210614-164243,32,31,318
Dest210614-164418,32,29,316
Dest210614-164553,32,28,315
Dest210614-164730,32,28,318
Dest210614-164906,32,29,319
Dest210614-165045,32,28,318
Dest210614-165222,32,28,319
Dest210615-151201,32,30,318
Dest210615-151336,32,29,317
Dest210615-151512,32,29,317
Dest210615-152648,32,29,80
Dest210615-153001,32,28,320
Dest210615-153137,32,28,318
Dest210621-132542,32,32,318
Dest210621-132717,32,32,320
Dest210621-132852,32,32,320
Dest210621-133027,32,32,320
Dest210621-133202,32,32,320
Dest210621-133338,32,32,320
Dest210621-133513,32,32,320
Dest210621-134201,32,32,320
Dest210621-134337,32,32,320
Dest210621-134650,32,32,320
Dest210621-134826,32,32,320
Dest210621-135001,32,32,320
Dest210622-142830,32,28,320
Dest210622-143006,32,28,320
Dest210622-143317,32,28,320
Dest210622-143628,32,28,319
Dest210622-144809,32,28,319
Dest210622-144945,32,28,319
Dest210622-145122,32,28,320
Dest210622-145259,32,28,320
Dest210628-162003,0,0,0
Dest210705-142134,32,32,320
Dest210705-142446,32,32,320
Dest210705-142621,32,32,317
Dest210705-142818,32,32,320
Dest210705-142958,32,32,320
Dest210705-143133,32,32,320
Dest210705-143620,32,28,320
Dest210705-143821,32,28,320
Dest210705-143959,32,29,320
Dest210705-144135,32,28,320
Dest210705-144312,32,28,320
Dest210705-144447,32,28,320
Dest210705-144624,32,28,319
Dest210707-094057,32,28,288
Dest210707-094231,32,28,169
Dest210707-094542,32,28,320
Dest210726-160150,64,11,309
Dest210726-160328,32,28,320
Dest210726-160506,32,28,320
Dest210726-160643,32,28,320
Dest210726-160820,32,28,320
Dest210726-160957,32,28,319
Dest210726-161133,32,28,320
Dest210726-161447,32,28,319
Dest210726-161624,32,28,320
Dest210726-161801,32,28,320
Dest210726-162012,32,28,319
Dest210726-162150,32,28,319
Dest210726-162329,32,28,320
Dest210726-162828,32,28,320
Dest210726-163005,32,28,320
Dest210726-163143,32,28,320
Dest210726-163321,32,28,320
Dest210726-163500,32,28,320
Dest210727-153003,64,11,309
Dest210727-153138,32,32,320
Dest210727-153313,32,32,320
Dest210727-153448,32,32,320
Dest210727-153623,32,32,320
Dest210727-153944,32,32,320
Dest210727-154118,32,32,320
Dest210727-154253,32,32,320
Dest210727-154427,32,32,320
Dest210727-154746,32,32,320
Dest210727-155549,32,32,160
Dest210727-155725,32,32,309
Dest210727-155901,32,32,316
Dest210727-160037,32,32,310
Dest210803-153958,64,11,309
Dest210803-154133,32,28,320
Dest210803-154309,32,28,320
Dest210803-154444,32,28,320
Dest210803-154619,32,28,320
Dest210803-154754,32,28,320
Dest210803-154929,32,28,320
Dest210803-155239,32,28,320
Dest210803-155415,32,28,319
Dest210803-155551,32,28,320
Dest210803-155726,32,28,320
Dest210803-160041,32,28,320
Dest210803-160217,32,28,320
Dest210803-160527,32,28,320
Dest210803-160702,32,28,316
Dest210803-160838,32,28,314
Dest210803-161150,32,28,320
Dest210809-134534,64,11,308
Dest210809-134710,32,28,314
Dest210809-134845,32,28,313
Dest210809-135020,32,28,314
Dest210809-135156,32,28,317
Dest210809-135330,32,28,319
Dest210809-135505,32,28,317
Dest210809-135646,32,28,314
Dest210809-135821,32,28,319
Dest210809-135957,32,28,320
Dest210809-140131,32,28,320
Dest210809-140308,32,28,288
Dest210809-140929,32,28,319
Dest210809-141104,32,28,313
Dest210809-141456,32,28,319
Dest210809-141632,32,28,320
Dest210809-141809,32,28,319
Dest210810-173723,64,11,308
Dest210810-173859,32,28,304
Dest210810-174829,32,28,320
Dest210810-175009,32,28,320
Dest210810-175151,32,28,320
Dest210810-175644,32,28,320
Dest210810-175828,32,28,320
Dest210810-180004,32,28,320
Dest210810-180316,32,28,318
Dest210823-172450,64,11,309
Dest210823-172626,32,32,320
Dest210823-172805,32,32,320
Dest210823-172940,32,32,320
Dest210823-173115,32,32,320
Dest210823-173306,32,32,200
Dest210823-173441,32,32,80
Dest210823-173617,32,32,197
Dest210823-173752,32,32,191
Dest210823-173928,32,32,160
Dest210823-174104,32,32,184
Dest210823-174240,0,0,0
Dest210823-174422,0,0,0
Dest210823-174556,32,32,239
Dest210823-174733,32,32,243
Dest210823-174909,32,32,320
Dest210823-175044,32,32,320
Dest210823-175219,32,28,238
Dest210823-175355,32,24,237
Dest210823-175531,32,28,319
Dest210823-180039,32,32,320
Dest210823-180215,32,32,320
Dest210823-180351,32,32,314
Dest210823-180533,32,32,310
Dest210823-180708,32,29,320
Dest210823-180842,32,28,320
Dest210823-181018,32,28,320
Dest210823-181152,32,29,318
Dest210823-181327,32,28,320
Dest210823-181501,32,28,319
Dest210823-181636,32,29,320
Dest210823-181810,32,28,320
Dest210823-181945,32,28,319
Dest210823-182120,32,28,317
Dest210823-182255,32,29,309
Dest210823-182450,32,28,309
EC000001,32,32,320
EC000002,32,32,320
EC000003,32,32,320
EC000004,32,32,319
EC000005,32,32,320
EC000006,32,32,320
EC000007,32,32,320
EC000008,32,32,320
EC000009,32,32,320
EC000010,32,32,320
EC000011,32,32,320
EC000012,32,32,320
EC000013,32,32,320
EC000014,32,32,320
EC000015,32,32,320
EC000016,32,32,320
EC000017,32,32,320
EC000018,32,32,320
EC000019,32,32,320
EC000020,32,32,320
EC000021,32,31,320
EC000022,32,30,320
EC000023,32,32,320
EC000024,32,32,320
EC000025,32,32,320
EC000026,32,32,320
EC000027,32,32,320
EC000028,32,32,320
EC000029,32,32,320
EC000030,32,32,320
EC000031,32,32,320
EC000032,32,31,320
EC000037,32,32,320
EC000038,21,21,208
EC000039,32,32,320
EC000040,32,32,320
EC000041,32,32,320
EC000042,32,32,320
EC000043,32,32,320
EC000044,32,32,320
EC000045,15,15,159
EC000046,32,32,320
EC000047,32,32,320
EC000048,11,11,104
EC000049,32,32,320
EC000050,32,32,320
EC000051,32,31,319
EC000052,32,32,320
EC000053,32,32,49
EC000054,32,32,320
EC000055,32,32,320
EC000056,32,32,320
EC000057,32,32,320
EC000058,32,32,320
EC000059,32,32,320
EC000060,32,32,320
EC000061,32,32,320
EC000062,32,32,320
EC000063,32,32,320
EC000064,32,32,320
EC000065,32,32,320
EC000066,32,32,320
EC000067,32,32,320
EC000068,32,30,320
EC000069,32,32,320
EC000070,32,32,49
EC000071,32,32,318
EC000072,32,32,320
EC000073,32,32,320
EC000074,32,32,320
EC000075,32,32,320
EC000076,32,32,320
EC000077,32,32,320
EC000078,32,32,320
EC000079,32,32,320
EC000080,32,32,320
EC000081,32,32,320
EC000082,32,32,320
EC000083,32,32,320
EC000084,32,31,320
EC000085,32,32,320
EC000086,32,32,320
EC000087,32,32,320
EC000088,32,32,320
EC000089,32,32,316
EC000090,32,32,320
EC000091,32,32,320
EC000092,32,32,320
EC000093,32,32,316
EC000094,31,28,301
EC000095,32,32,308
EC000096,32,31,320
EC000097,32,32,320
EC000098,32,31,320
EC000099,32,32,320
EC000100,32,32,320
EC000101,32,32,320
EC000102,32,32,80
EC000103,32,32,320
EC000104,32,32,320
EC000105,32,32,320
EC000106,32,32,320
EC000107,32,32,320
EC000108,32,32,320
EC000109,32,32,320
EC000110,32,32,320
EC000111,32,32,319
EC000112,32,32,320
EC000113,32,32,320
EC000114,32,32,320
EC000115,32,26,320
EC000116,32,32,320
EC000117,32,32,320
EC000118,32,31,320
EC000119,32,32,320
EC000120,32,32,320
EC000121,32,29,320
EC000122,32,32,320
EC000123,32,32,320
EC000124,32,32,320
EC000125,32,32,320
EC000126,32,31,320
EC000127,32,32,320
EC000128,32,32,320
EC000129,32,32,320
EC000130,32,31,320
EC000131,32,32,320
EC000132,32,32,320
EC000133,32,32,320
EC000134,32,32,320
EC000135,32,32,320
EC000136,32,32,320
EC000137,21,21,208
EC000138,32,32,320
EC000139,32,32,320
EC000140,32,32,320
EC000141,32,32,319
EC000142,32,32,320
EC000143,32,32,320
EC000144,32,32,320
EC000145,32,32,320
EC000146,32,32,320
EC000147,32,32,320
EC000148,32,32,320
EC000149,32,32,320
EC000150,32,32,320
EC000151,32,32,320
EC000152,32,32,320
EC000153,32,32,320
EC000154,32,32,320
EC000155,32,32,320
EC000156,32,32,320
EC000157real,0,0,0
EC000158,32,32,320
EC000159,32,32,320
EC000160,32,32,320
EC000161,32,32,320
EC000162,32,32,320
EC000163,32,32,320
EC000164,32,32,318
EC000165,32,32,320
EC000166,32,32,320
EC000167,32,32,320
EC000168,32,32,320
EC000169,32,32,320
EC000170,32,32,320
EC000171,32,32,240
EC103-132DMSO1,384,0,0
EC103-132DMSO2,384,0,0
EC103-132LM2,64,11,309
EC133-171DMSO1,384,0,0
EC133-171DMSO2,384,0,0
EC133-171LM1,64,11,309
EC133-171LM2,64,11,309
GR00003279,128,112,1295
GR00003280,128,112,1295
GR00003281,128,112,1295
GR00003282,128,112,1295
GR00003283,256,44,1236
GR00003284,128,112,1295
GR00003285,128,112,1295
GR00003286,128,112,1295
GR00003287,128,112,1295
GR00003288,128,112,1025
GR00003289,128,112,1025
GR00003290,128,112,1025
GR00003296,128,112,1296
GR00003297,128,112,1296
GR00003298,128,112,1296
GR00003299,128,112,1296
GR00003300,256,44,1236
GR00003301,128,112,1294
GR00003302,128,112,1294
GR00003303,128,112,1294
GR00003306,128,112,1296
GR00003307,128,112,1296
GR00003308,128,112,1296
GR00003309,128,112,1296
GR00003310,256,44,1236
GR00003311,128,112,1296
GR00003313,128,112,1296
GR00003314,128,112,1296
GR00003315,128,112,1296
GR00003316,128,112,1296
GR00003317,128,112,1296
GR00003318,128,112,1296
GR00003330,128,112,1296
GR00003331,128,112,1296
GR00003332,128,112,1296
GR00003333,128,112,1296
GR00003334,256,44,1236
GR00003335,128,112,1296
GR00003336,128,112,1296
GR00003337,128,112,1296
GR00003338,128,112,1296
GR00003339,128,112,1296
GR00003340,256,44,1236
GR00003341,128,112,1056
GR00003342,128,112,1056
GR00003343,128,112,1056
GR00003344,128,112,1056
GR00003381,128,112,1296
GR00003382,128,112,1296
GR00003383,128,112,1296
GR00003384,128,112,1296
GR00003386,128,112,1296
GR00003387,128,112,1296
GR00003390,128,112,1295
GR00003391,128,112,1295
GR00003392,128,112,1295
GR00003393,128,112,1295
GR00003394,256,44,1236
GR00003395,128,112,1296
GR00003396,128,112,1296
GR00003412,128,112,1296
GR00003413,128,112,1296
GR00004367,128,112,1290
GR00004368,128,112,1290
GR00004369,128,112,1290
GR00004370,128,112,1290
GR00004371,256,44,1236
GR00004372,128,112,1290
GR00004373,128,112,1290
GR00004374,128,112,1290
GR00004375,128,112,1290
GR00004377,128,112,1284
GR00004378,128,112,1284
GR00004379,128,112,1284
GR00004380,128,112,1284
GR00004382,128,112,1056
GR00004383,128,112,1056
GR00004384,128,112,1056
GR00004385,128,112,1056
GR00004389,128,112,1025
GR00004391,128,112,1296
GR00004392,128,112,1296
GR00004393,128,112,1296
GR00004394,128,112,1296
GR00004395,256,44,1236
GR00004396,128,112,1295
GR00004397,128,112,1295
GR00004398,128,112,1295
GR00004399,128,112,1295
GR00004400,128,112,1296
GR00004401,128,112,1296
GR00004405,128,112,976
GR00004406,128,112,976
GR00004407,128,112,976
GR00004408,128,112,976
GR00004409,256,44,1236
GR00004410,128,112,1295
GR00004411,128,112,1295
GR00004412,128,112,1295
GR00004413,128,112,1295
GR00004414,128,112,1295
GR00004415,128,112,1295
GR00004416,128,112,1295
GR00004417,128,112,1295
GR00004418,128,112,975
GR00004419,128,112,975
GR00004420,128,112,975
GR00004421,128,112,975
J12284a,32,32,320
J12284b,32,32,320
J12284c,32,32,320
J12284d,32,32,320
J12424a,32,32,320
J12424b,32,32,320
J12424c,32,32,320
J12424d,32,32,320
J12428a,32,32,320
J12428b,32,32,320
J12428c,32,32,320
J12428d,32,32,318
J12432a,32,32,320
J12432b,32,32,320
J12432c,32,32,320
J12432d,32,32,320
J12436A,32,32,320
J12436b,32,32,320
J12436c,32,32,317
J12436d,32,32,320
J12440a,32,32,320
J12440b,32,32,320
J12440c,32,32,319
J12446a,32,32,320
J12446b,32,32,320
J12446c,32,32,320
J12446d,32,32,320
J12450a,32,32,319
J12450b,32,32,320
J12450c,32,32,320
J12450d,32,32,320
J12455a,32,32,320
J12455b,32,32,320
J12455c,32,32,185
J12455d,32,32,96
J12459a,32,32,320
J12459b,32,32,320
J12459c,32,32,320
J12459d,32,32,320
JCPQC016,64,11,309
JCPQC017,64,11,309
JCPQC018,64,11,309
JCPQC019,64,11,309
JCPQC020,64,11,309
JCPQC021,64,11,309
JCPQC022,64,11,309
JCPQC023,64,11,309
JCPQC024,64,11,309
JCPQC025,64,11,309
JCPQC028,64,11,309
JCPQC029,64,11,309
JCPQC030,64,11,309
JCPQC031,64,11,309
JCPQC032,64,11,309
JCPQC033,64,11,309
JCPQC034,64,11,309
JCPQC035,64,11,309
JCPQC036,64,11,308
JCPQC037,64,11,309
JCPQC038,64,11,309
JCPQC051,64,11,309
JCPQC052,64,11,309
JCPQC053,64,11,309
JCPQC054,64,11,309
LM37-70_1,64,11,308
LM37-70_2,64,11,309
LM71-102_1,64,11,308
LM71-102_2,64,11,307
SP01P04a,32,32,313
SP01P04b,32,29,318
SP01P04c,32,32,312
SP01P04d,32,32,316
SP05P08a,32,32,306
SP05P08b,32,32,310
SP05P08c,32,32,313
SP05P08d,32,32,315
SP09P12a,32,32,316
SP09P12b,32,32,309
SP09P12c,32,32,316
SP09P12d,32,32,303
SP13P16a,32,32,311
SP13P16b,32,32,312
SP13P16c,32,32,314
SP13P16d,32,32,309
SP16P19a,32,32,318
SP16P19b,32,32,315
SP16P19d,32,32,319
SP20P23a,32,32,315
SP20P23b,32,32,316
SP20P23c,32,32,316
SP20P23d,32,32,319
SP24P27a,32,32,315
SP24P27b,32,32,317
SP28P31a,32,32,318
SP28P31b,32,32,320
SP28P31c,32,32,320
SP28P31d,32,32,319
SP32P35a,32,32,306
SP32P35b,32,32,304
SP32P35c,32,32,306
SP32P35d,32,32,67
SP36P38a,32,32,316
SP36P38b,32,32,314
SP36P38c,32,32,318
UL000081,129,64,1279
UL000083,117,59,1243
UL000087,128,64,1280
UL000089,713,64,695
UL000091,129,64,1279
UL000093,130,64,1277
UL000095,128,64,1280
UL000097,128,64,1280
UL000577,149,64,1259
UL000579,162,64,1246
UL000581,164,64,1244
UL000583,425,64,983
UL000585,128,64,1280
UL000587,487,64,921
UL000593,128,64,1280
UL000595,131,64,1277
UL000597,132,60,1117
UL000599,460,64,948
UL001641,128,64,1280
UL001643,128,64,1280
UL001645,128,64,1280
UL001647,128,64,1280
UL001649,128,64,1279
UL001651,128,64,1280
UL001653,128,64,1280
UL001655,128,64,1280
UL001665,128,64,1280
UL001667,130,64,1278
UL001669,128,64,1280
UL001671,128,64,1280
UL001673,128,64,1280
UL001675,128,64,1280
UL001677,128,64,1280
UL001679,928,64,480
UL001713,164,64,1244
UL001717,162,64,1245
UL001719,143,64,1265
UL001765,129,64,1279
UL001769,130,64,1277
UL001771,128,64,1279
UL001773,142,64,1266
UL001781,256,64,1152
UL001783,128,64,1280
UL001785,123,64,1280
UL001787,126,64,1280
UL001789,128,64,1280
UL001791,128,64,1280
UL001793,128,64,1280
UL001795,127,64,1280
UL001797,129,64,1279
UL001799,128,64,1280
