,Metadata_Plate,negcon,poscon,trt
1017,BR00125635,16,12,343
1018,BR00125636,16,12,343
1019,BR00126043,16,12,339
1020,BR00126044,16,12,339
1021,BR00126045,16,12,339
1022,BR00126046,16,16,338
1023,BR00126047,16,16,338
1024,BR00126048,16,16,338
1025,BR00126049,16,16,338
1026,BR00126050,16,16,338
1027,BR00126051,16,12,344
1028,BR00126052,16,12,344
1029,BR00126053,16,12,344
1030,BR00126055,16,12,344
1031,BR00126056,16,12,341
1032,BR00126057,16,12,341
1033,BR00126058,16,12,341
1034,BR00126059,16,12,341
1035,BR00126060,16,12,341
1036,BR00126062,20,12,339
1037,BR00126385,16,16,334
1038,BR00126386,16,16,337
1039,BR00126387,16,16,337
1040,BR00126388,16,16,337
1041,BR00126389,16,16,337
1042,BR00126390,16,16,338
1043,BR00126391,16,16,338
1044,BR00126392,16,16,338
1045,BR00126393,16,16,338
1046,BR00126394,16,16,338
1047,BR00126395,16,12,343
1048,BR00126396,16,12,343
1049,BR00126397,16,12,343
1050,BR00126398,16,12,343
1051,BR00126399,16,12,343
1052,BR00126400,16,16,336
1053,BR00126401,16,16,336
1054,BR00126402,16,16,336
1055,BR00126403,16,16,336
1056,BR00126404,20,12,339
1057,BR00126520,16,16,338
1058,BR00126521,16,16,339
1059,BR00126534,16,16,339
1060,BR00126535,16,16,339
1061,BR00126536,16,16,339
1062,BR00126537,16,16,339
1063,BR00126538,16,12,342
1064,BR00126539,16,12,342
1065,BR00126540,16,12,342
1066,BR00126541,16,12,342
1067,BR00126542,16,12,342
1068,BR00126543,20,12,339
1069,BR00126545,16,12,340
1070,BR00126546,16,12,340
1071,BR00126547,16,12,340
1072,BR00126548,16,12,340
1073,BR00126549,16,12,340
1074,BR00126550,16,16,338
1075,BR00126551,16,16,338
1076,BR00126552,16,16,338
1077,BR00126553,16,16,338
1078,BR00127149,64,11,309
1079,C13443aW,32,32,320
1080,C13443bW,32,32,320
1081,C13443cW,32,32,320
1082,C13443dW,32,32,320
1083,C13451aW,32,32,320
1084,C13451cW,32,32,320
1085,C13459aW,32,32,320
1086,C13459bW,32,32,320
1087,C13459cW,32,32,320
1088,C13459dW,32,32,320
1089,C13487aW,32,32,320
1090,C13487bW,32,32,320
1091,C13487cW,32,32,320
1092,C13487dW,32,32,320
1093,C13495aW,32,32,320
1094,C13495bW,32,32,320
1095,C13495cW,32,32,320
1096,CP-CC9-R1-01,29,35,317
1097,CP-CC9-R1-02,29,35,318
1098,CP-CC9-R1-03,29,35,318
1099,CP-CC9-R1-04,28,36,318
1100,CP-CC9-R1-05,28,35,319
1101,CP-CC9-R1-06,28,36,320
1102,CP-CC9-R1-07,30,36,318
1103,CP-CC9-R1-08,28,36,320
1104,CP-CC9-R1-09,28,36,320
1105,CP-CC9-R1-10,28,36,320
1106,CP-CC9-R1-11,28,36,320
1107,CP-CC9-R1-12,182,36,166
1108,CP-CC9-R1-13,28,36,320
1109,CP-CC9-R1-14,28,37,319
1110,CP-CC9-R1-15,28,36,320
1111,CP-CC9-R1-16,29,36,319
1112,CP-CC9-R1-17,28,36,320
1113,CP-CC9-R1-18,28,36,320
1114,CP-CC9-R1-19,29,36,319
1115,CP-CC9-R1-20,30,36,318
1116,CP-CC9-R1-21,29,36,319
1117,CP-CC9-R1-22,28,36,320
1118,CP-CC9-R1-23,28,36,320
1119,CP-CC9-R1-24,28,36,320
1120,CP-CC9-R1-25,28,36,320
1121,CP-CC9-R1-26,29,36,319
1122,CP-CC9-R1-27,192,36,156
1123,CP-CC9-R1-28,384,0,0
1124,CP-CC9-R1-29,64,11,309
1125,CP-CC9-R2-01,28,36,320
1126,CP-CC9-R2-02,29,36,319
1127,CP-CC9-R2-03,29,36,319
1128,CP-CC9-R2-04,30,36,318
1129,CP-CC9-R2-05,28,36,320
1130,CP-CC9-R2-06,28,36,320
1131,CP-CC9-R2-07,28,36,320
1132,CP-CC9-R2-08,28,36,320
1133,CP-CC9-R2-09,29,36,319
1134,CP-CC9-R2-10,29,36,319
1135,CP-CC9-R2-11,31,36,317
1136,CP-CC9-R2-12,182,36,166
1137,CP-CC9-R2-13,29,36,319
1138,CP-CC9-R2-14,28,37,319
1139,CP-CC9-R2-15,29,36,319
1140,CP-CC9-R2-16,29,36,319
1141,CP-CC9-R2-17,32,36,316
1142,CP-CC9-R2-18,29,36,319
1143,CP-CC9-R2-19,28,36,320
1144,CP-CC9-R2-20,29,36,319
1145,CP-CC9-R2-21,31,36,317
1146,CP-CC9-R2-22,28,36,320
1147,CP-CC9-R2-23,33,36,315
1148,CP-CC9-R2-24,30,36,318
1149,CP-CC9-R2-25,29,36,319
1150,CP-CC9-R2-26,29,36,319
1151,CP-CC9-R2-27,193,36,155
1152,CP-CC9-R2-28,384,0,0
1153,CP-CC9-R2-29,60,11,292
1154,CP-CC9-R3-01,28,36,320
1155,CP-CC9-R3-02,29,36,319
1156,CP-CC9-R3-03,29,36,319
1157,CP-CC9-R3-04,28,36,320
1158,CP-CC9-R3-05,28,36,320
1159,CP-CC9-R3-06,28,36,320
1160,CP-CC9-R3-07,28,36,320
1161,CP-CC9-R3-08,28,36,320
1162,CP-CC9-R3-09,28,36,320
1163,CP-CC9-R3-10,30,36,318
1164,CP-CC9-R3-11,29,36,319
1165,CP-CC9-R3-12,182,36,166
1166,CP-CC9-R3-13,28,36,320
1167,CP-CC9-R3-14,30,37,317
1168,CP-CC9-R3-15,30,36,318
1169,CP-CC9-R3-16,29,36,319
1170,CP-CC9-R3-17,30,36,318
1171,CP-CC9-R3-18,29,36,319
1172,CP-CC9-R3-19,28,36,320
1173,CP-CC9-R3-20,28,36,320
1174,CP-CC9-R3-21,29,36,319
1175,CP-CC9-R3-22,28,36,320
1176,CP-CC9-R3-23,28,36,320
1177,CP-CC9-R3-24,29,36,319
1178,CP-CC9-R3-25,29,36,319
1179,CP-CC9-R3-26,28,36,320
1180,CP-CC9-R3-27,192,36,156
1181,CP-CC9-R3-28,384,0,0
1182,CP-CC9-R3-29,64,11,309
1183,CP-CC9-R4-03,31,36,317
1184,CP-CC9-R4-04,30,36,318
1185,CP-CC9-R4-05,38,36,310
1186,CP-CC9-R4-06,28,36,320
1187,CP-CC9-R4-07,29,36,319
1188,CP-CC9-R4-08,39,36,309
1189,CP-CC9-R4-09,28,36,320
1190,CP-CC9-R4-10,28,36,320
1191,CP-CC9-R4-11,29,36,319
1192,CP-CC9-R4-12,186,36,162
1193,CP-CC9-R4-13,28,36,320
1194,CP-CC9-R4-14,29,37,318
1195,CP-CC9-R4-15,28,36,320
1196,CP-CC9-R4-16,29,36,319
1197,CP-CC9-R4-17,31,36,317
1198,CP-CC9-R4-18,30,36,318
1199,CP-CC9-R4-19,28,36,320
1200,CP-CC9-R4-20,30,36,318
1201,CP-CC9-R4-21,30,36,318
1202,CP-CC9-R4-22,29,36,319
1203,CP-CC9-R4-23,29,36,319
1204,CP-CC9-R4-24,30,36,318
1205,CP-CC9-R4-25,29,36,319
1206,CP-CC9-R4-26,28,36,320
1207,CP-CC9-R4-27,193,36,155
1208,CP-CC9-R4-28,384,0,0
1209,CP-CC9-R5-01,28,36,320
1210,CP-CC9-R5-02,30,36,318
1211,CP-CC9-R5-03,29,36,319
1212,CP-CC9-R5-04,28,36,320
1213,CP-CC9-R5-05,29,36,319
1214,CP-CC9-R5-06,29,36,319
1215,CP-CC9-R5-07,29,36,319
1216,CP-CC9-R5-08,29,36,319
1217,CP-CC9-R5-09,28,36,320
1218,CP-CC9-R5-10,29,36,319
1219,CP-CC9-R5-11,29,36,319
1220,CP-CC9-R5-12,182,36,166
1221,CP-CC9-R5-13,29,36,319
1222,CP-CC9-R5-14,33,37,314
1223,CP-CC9-R5-15,29,36,319
1224,CP-CC9-R5-16,29,36,319
1225,CP-CC9-R5-17,30,36,318
1226,CP-CC9-R5-18,31,36,317
1227,CP-CC9-R5-19,28,36,320
1228,CP-CC9-R5-20,28,36,320
1229,CP-CC9-R5-21,30,36,318
1230,CP-CC9-R5-22,30,36,318
1231,CP-CC9-R5-23,29,36,319
1232,CP-CC9-R5-24,29,36,319
1233,CP-CC9-R5-25,28,36,320
1234,CP-CC9-R5-26,30,36,318
1235,CP-CC9-R5-27,193,36,155
1236,CP-CC9-R5-28,384,0,0
1237,CP-CC9-R5-29,64,11,309
1238,CP-CC9-R6-01,28,36,320
1239,CP-CC9-R6-02,270,36,78
1240,CP-CC9-R6-19,28,36,320
1241,CP-CC9-R6-28,384,0,0
1242,CP-CC9-R6-29,79,11,294
1243,CP-CC9-R7-01,28,36,320
1244,CP-CC9-R7-02,28,36,320
1245,CP-CC9-R7-19,28,36,320
1246,CP-CC9-R7-28,384,0,0
1247,CP-CC9-R7-29,79,11,294
1248,CP-CC9-R8-01,28,36,320
1249,CP-CC9-R8-02,28,36,320
1250,CP1-SC1-01,32,32,318
1251,CP1-SC1-04,32,34,317
1252,CP1-SC1-05,33,33,318
1253,CP1-SC1-06,33,32,319
1254,CP1-SC1-07,32,32,320
1255,CP1-SC1-08,38,32,311
1256,CP1-SC1-09,36,32,315
1257,CP1-SC1-10,34,32,318
1258,CP1-SC1-11,34,32,318
1259,CP1-SC1-12,32,33,319
1260,CP1-SC1-13,32,32,320
1261,CP1-SC1-14,33,32,319
1262,CP1-SC1-15,34,32,318
1263,CP1-SC1-16,39,32,313
1264,CP1-SC1-17,77,32,275
1265,CP1-SC1-18,38,32,314
1266,CP1-SC1-19,164,33,187
1267,CP1-SC1-20,32,32,318
1268,CP1-SC1-21,32,32,320
1269,CP1-SC1-22,32,32,320
1270,CP1-SC1-23,61,32,291
1271,CP1-SC1-24,384,0,0
1272,CP1-SC1-25,64,11,309
1273,CP1-SC2-25,64,11,309
1274,CP2-SC1-01,32,32,318
1275,CP2-SC1-02,32,32,319
1276,CP2-SC1-03,34,32,318
1277,CP2-SC1-04,32,34,317
1278,CP2-SC1-05,33,33,318
1279,CP2-SC1-06,33,32,319
1280,CP2-SC1-07,32,32,320
1281,CP2-SC1-08,38,32,314
1282,CP2-SC1-09,36,32,316
1283,CP2-SC1-10,34,32,318
1284,CP2-SC1-11,34,32,318
1285,CP2-SC1-12,32,33,319
1286,CP2-SC1-13,32,32,320
1287,CP2-SC1-14,33,32,319
1288,CP2-SC1-15,34,32,318
1289,CP2-SC1-16,39,32,313
1290,CP2-SC1-17,77,32,275
1291,CP2-SC1-18,38,32,314
1292,CP2-SC1-19,164,33,187
1293,CP2-SC1-20,32,32,318
1294,CP2-SC1-21,32,32,320
1295,CP2-SC1-22,32,32,320
1296,CP2-SC1-23,61,32,291
1297,CP2-SC1-24,384,0,0
1298,CP2-SC1-25,64,11,309
1299,CP3-SC1-02,32,32,319
1300,CP3-SC1-03,34,32,318
1301,CP3-SC1-04,32,34,317
1302,CP3-SC1-05,33,33,318
1303,CP3-SC1-06,33,32,319
1304,CP3-SC1-07,32,32,320
1305,CP3-SC1-08,38,32,314
1306,CP3-SC1-09,36,32,316
1307,CP3-SC1-10,34,32,318
1308,CP3-SC1-11,34,32,318
1309,CP3-SC1-12,32,33,319
1310,CP3-SC1-13,32,32,320
1311,CP3-SC1-14,33,32,319
1312,CP3-SC1-15,34,32,318
1313,CP3-SC1-16,39,32,313
1314,CP3-SC1-17,77,32,275
1315,CP3-SC1-18,38,32,314
1316,CP3-SC1-19,164,33,187
1317,CP3-SC1-20,32,32,318
1318,CP3-SC1-21,32,32,320
1319,CP3-SC1-22,32,32,320
1320,CP3-SC1-23,61,32,291
1321,CP3-SC1-24,384,0,0
1322,CP3-SC1-25,64,11,309
1323,CP3-SC2-24M,384,0,0
1324,CP3-SC2-25M,64,11,309
1325,CP4-SC1-05,33,33,318
1326,CP4-SC1-06,33,32,319
1327,CP4-SC1-07,32,32,320
1328,CP4-SC1-08,38,32,314
1329,CP4-SC1-09,36,32,316
1330,CP4-SC1-10,34,32,318
1331,CP4-SC1-11,34,32,318
1332,CP4-SC1-12,32,33,319
1333,CP4-SC1-13,32,32,320
1334,CP4-SC1-14,33,32,319
1335,CP4-SC1-15,34,32,318
1336,CP4-SC1-16,39,32,313
1337,CP4-SC1-17,77,32,275
1338,CP4-SC1-19,164,33,187
1339,CP4-SC1-20,32,32,318
1340,CP4-SC1-21,32,32,320
1341,CP4-SC1-22,32,32,320
1342,CP4-SC1-23,61,32,291
1343,CP4-SC1-24,384,0,0
1344,CP4-SC1-25,64,11,309
1345,CP5-SC1-01,32,32,318
1346,CP5-SC1-03,34,32,318
1347,CP5-SC1-04,32,34,317
1348,CP5-SC1-05,33,33,318
1349,CP5-SC1-06,33,32,319
1350,CP5-SC1-07,32,32,320
1351,CP5-SC1-08,38,32,314
1352,CP5-SC1-09,36,32,316
1353,CP5-SC1-10,34,32,318
1354,CP5-SC1-11,34,32,318
1355,CP5-SC1-12,32,33,319
1356,CP5-SC1-13,32,32,320
1357,CP5-SC1-14,33,32,319
1358,CP5-SC1-15,34,32,318
1359,CP5-SC1-16,39,32,313
1360,CP5-SC1-17,77,32,275
1361,CP5-SC1-18,38,32,314
1362,CP5-SC1-19,164,33,187
1363,CP5-SC1-20,32,32,318
1364,CP5-SC1-21,32,32,320
1365,CP5-SC1-22,32,32,320
1366,CP5-SC1-23,61,32,291
1367,CP5-SC1-24,384,0,0
1368,CP5-SC1-25,64,11,309
1369,CP6-SC1-01,32,32,318
1370,CP6-SC1-02,32,32,319
1371,CP6-SC1-03,34,32,318
1372,CP6-SC1-04,32,34,317
1373,CP6-SC1-18,38,32,314
1374,CP7-SC1-01,32,32,318
1375,CP7-SC1-02,32,32,316
1376,CP7-SC1-03,34,32,318
1377,CP8-SC1-02,32,32,316
1378,DMSO71-102_1,384,0,0
1379,DMSO71-102_2,384,0,0
1380,Dest210531-152149,32,32,177
1381,Dest210531-152324,32,32,174
1382,Dest210531-152459,32,32,177
1383,Dest210531-152634,32,32,171
1384,Dest210531-152810,32,32,310
1385,Dest210531-152945,32,32,303
1386,Dest210531-153120,32,32,313
1387,Dest210531-153804,32,32,315
1388,Dest210601-153606,32,32,80
1389,Dest210601-153742,32,32,80
1390,Dest210601-153918,32,32,80
1391,Dest210601-154127,32,32,78
1392,Dest210601-154302,32,32,80
1393,Dest210601-154437,32,32,80
1394,Dest210601-154612,32,32,80
1395,Dest210601-154924,32,32,78
1396,Dest210601-155059,32,32,79
1397,Dest210601-155234,32,32,80
1398,Dest210601-155410,32,32,80
1399,Dest210601-155546,32,32,78
1400,Dest210601-155722,32,32,79
1401,Dest210601-155859,32,29,80
1402,Dest210607-134443,32,32,318
1403,Dest210607-134618,32,32,317
1404,Dest210607-134930,32,32,319
1405,Dest210607-135106,32,32,320
1406,Dest210607-135241,32,32,317
1407,Dest210607-135426,32,32,320
1408,Dest210607-135749,32,32,238
1409,Dest210607-140103,32,32,238
1410,Dest210607-140241,32,32,314
1411,Dest210607-140420,32,32,315
1412,Dest210607-140601,32,32,311
1413,Dest210608-150932,32,32,240
1414,Dest210608-151108,32,32,236
1415,Dest210608-151243,32,32,235
1416,Dest210608-151418,32,32,236
1417,Dest210608-151554,32,32,319
1418,Dest210608-151729,32,32,319
1419,Dest210608-152434,32,28,319
1420,Dest210608-152610,32,29,316
1421,Dest210608-152745,32,28,319
1422,Dest210608-152921,32,28,315
1423,Dest210608-153057,32,27,318
1424,Dest210608-153234,32,28,311
1425,Dest210608-153411,32,28,317
1426,Dest210614-162933,32,32,318
1427,Dest210614-163109,32,32,316
1428,Dest210614-163244,32,32,320
1429,Dest210614-163446,32,32,316
1430,Dest210614-163621,32,32,318
1431,Dest210614-163756,32,32,316
1432,Dest210614-163932,32,32,319
1433,Dest210614-164243,32,31,318
1434,Dest210614-164418,32,29,316
1435,Dest210614-164553,32,28,315
1436,Dest210614-164730,32,28,318
1437,Dest210614-164906,32,29,319
1438,Dest210614-165045,32,28,318
1439,Dest210614-165222,32,28,319
1440,Dest210615-151201,32,30,318
1441,Dest210615-151336,32,29,317
1442,Dest210615-151512,32,29,317
1443,Dest210615-152648,32,29,80
1444,Dest210615-153001,32,28,320
1445,Dest210615-153137,32,28,318
1446,Dest210621-132542,32,32,318
1447,Dest210621-132717,32,32,320
1448,Dest210621-132852,32,32,320
1449,Dest210621-133027,32,32,320
1450,Dest210621-133202,32,32,320
1451,Dest210621-133338,32,32,320
1452,Dest210621-133513,32,32,320
1453,Dest210621-134201,32,32,320
1454,Dest210621-134337,32,32,320
1455,Dest210621-134650,32,32,320
1456,Dest210621-134826,32,32,320
1457,Dest210621-135001,32,32,320
1458,Dest210622-142830,32,28,320
1459,Dest210622-143006,32,28,320
1460,Dest210622-143317,32,28,320
1461,Dest210622-143628,32,28,319
1462,Dest210622-144809,32,28,319
1463,Dest210622-144945,32,28,319
1464,Dest210622-145122,32,28,320
1465,Dest210622-145259,32,28,320
1466,Dest210628-162003,0,0,0
1467,Dest210705-142134,32,32,320
1468,Dest210705-142446,32,32,320
1469,Dest210705-142621,32,32,317
1470,Dest210705-142818,32,32,320
1471,Dest210705-142958,32,32,320
1472,Dest210705-143133,32,32,320
1473,Dest210705-143620,32,28,320
1474,Dest210705-143821,32,28,320
1475,Dest210705-143959,32,29,320
1476,Dest210705-144135,32,28,320
1477,Dest210705-144312,32,28,320
1478,Dest210705-144447,32,28,320
1479,Dest210705-144624,32,28,319
1480,Dest210707-094057,32,28,288
1481,Dest210707-094231,32,28,169
1482,Dest210707-094542,32,28,320
1483,Dest210726-160150,64,11,309
1484,Dest210726-160328,32,28,320
1485,Dest210726-160506,32,28,320
1486,Dest210726-160643,32,28,320
1487,Dest210726-160820,32,28,320
1488,Dest210726-160957,32,28,319
1489,Dest210726-161133,32,28,320
1490,Dest210726-161447,32,28,319
1491,Dest210726-161624,32,28,320
1492,Dest210726-161801,32,28,320
1493,Dest210726-162012,32,28,319
1494,Dest210726-162150,32,28,319
1495,Dest210726-162329,32,28,320
1496,Dest210726-162828,32,28,320
1497,Dest210726-163005,32,28,320
1498,Dest210726-163143,32,28,320
1499,Dest210726-163321,32,28,320
1500,Dest210726-163500,32,28,320
1501,Dest210727-153003,64,11,309
1502,Dest210727-153138,32,32,320
1503,Dest210727-153313,32,32,320
1504,Dest210727-153448,32,32,320
1505,Dest210727-153623,32,32,320
1506,Dest210727-153944,32,32,320
1507,Dest210727-154118,32,32,320
1508,Dest210727-154253,32,32,320
1509,Dest210727-154427,32,32,320
1510,Dest210727-154746,32,32,320
1511,Dest210727-155549,32,32,160
1512,Dest210727-155725,32,32,309
1513,Dest210727-155901,32,32,316
1514,Dest210727-160037,32,32,310
1515,Dest210803-153958,64,11,309
1516,Dest210803-154133,32,28,320
1517,Dest210803-154309,32,28,320
1518,Dest210803-154444,32,28,320
1519,Dest210803-154619,32,28,320
1520,Dest210803-154754,32,28,320
1521,Dest210803-154929,32,28,320
1522,Dest210803-155239,32,28,320
1523,Dest210803-155415,32,28,319
1524,Dest210803-155551,32,28,320
1525,Dest210803-155726,32,28,320
1526,Dest210803-160041,32,28,320
1527,Dest210803-160217,32,28,320
1528,Dest210803-160527,32,28,320
1529,Dest210803-160702,32,28,316
1530,Dest210803-160838,32,28,314
1531,Dest210803-161150,32,28,320
1532,Dest210809-134534,64,11,308
1533,Dest210809-134710,32,28,314
1534,Dest210809-134845,32,28,313
1535,Dest210809-135020,32,28,314
1536,Dest210809-135156,32,28,317
1537,Dest210809-135330,32,28,319
1538,Dest210809-135505,32,28,317
1539,Dest210809-135646,32,28,314
1540,Dest210809-135821,32,28,319
1541,Dest210809-135957,32,28,320
1542,Dest210809-140131,32,28,320
1543,Dest210809-140308,32,28,288
1544,Dest210809-140929,32,28,319
1545,Dest210809-141104,32,28,313
1546,Dest210809-141456,32,28,319
1547,Dest210809-141632,32,28,320
1548,Dest210809-141809,32,28,319
1549,Dest210810-173723,64,11,308
1550,Dest210810-173859,32,28,304
1551,Dest210810-174829,32,28,320
1552,Dest210810-175009,32,28,320
1553,Dest210810-175151,32,28,320
1554,Dest210810-175644,32,28,320
1555,Dest210810-175828,32,28,320
1556,Dest210810-180004,32,28,320
1557,Dest210810-180316,32,28,318
1558,Dest210823-172450,64,11,309
1559,Dest210823-172626,32,32,320
1560,Dest210823-172805,32,32,320
1561,Dest210823-172940,32,32,320
1562,Dest210823-173115,32,32,320
1563,Dest210823-173306,32,32,200
1564,Dest210823-173441,32,32,80
1565,Dest210823-173617,32,32,197
1566,Dest210823-173752,32,32,191
1567,Dest210823-173928,32,32,160
1568,Dest210823-174104,32,32,184
1569,Dest210823-174240,0,0,0
1570,Dest210823-174422,0,0,0
1571,Dest210823-174556,32,32,239
1572,Dest210823-174733,32,32,243
1573,Dest210823-174909,32,32,320
1574,Dest210823-175044,32,32,320
1575,Dest210823-175219,32,28,238
1576,Dest210823-175355,32,24,237
1577,Dest210823-175531,32,28,319
1578,Dest210823-180039,32,32,320
1579,Dest210823-180215,32,32,320
1580,Dest210823-180351,32,32,314
1581,Dest210823-180533,32,32,310
1582,Dest210823-180708,32,29,320
1583,Dest210823-180842,32,28,320
1584,Dest210823-181018,32,28,320
1585,Dest210823-181152,32,29,318
1586,Dest210823-181327,32,28,320
1587,Dest210823-181501,32,28,319
1588,Dest210823-181636,32,29,320
1589,Dest210823-181810,32,28,320
1590,Dest210823-181945,32,28,319
1591,Dest210823-182120,32,28,317
1592,Dest210823-182255,32,29,309
1593,Dest210823-182450,32,28,309
1594,EC000001,32,32,320
1595,EC000002,32,32,320
1596,EC000003,32,32,320
1597,EC000004,32,32,319
1598,EC000005,32,32,320
1599,EC000006,32,32,320
1600,EC000007,32,32,320
1601,EC000008,32,32,320
1602,EC000009,32,32,320
1603,EC000010,32,32,320
1604,EC000011,32,32,320
1605,EC000012,32,32,320
1606,EC000013,32,32,320
1607,EC000014,32,32,320
1608,EC000015,32,32,320
1609,EC000016,32,32,320
1610,EC000017,32,32,320
1611,EC000018,32,32,320
1612,EC000019,32,32,320
1613,EC000020,32,32,320
1614,EC000021,32,31,320
1615,EC000022,32,30,320
1616,EC000023,32,32,320
1617,EC000024,32,32,320
1618,EC000025,32,32,320
1619,EC000026,32,32,320
1620,EC000027,32,32,320
1621,EC000028,32,32,320
1622,EC000029,32,32,320
1623,EC000030,32,32,320
1624,EC000031,32,32,320
1625,EC000032,32,31,320
1626,EC000037,32,32,320
1627,EC000038,21,21,208
1628,EC000039,32,32,320
1629,EC000040,32,32,320
1630,EC000041,32,32,320
1631,EC000042,32,32,320
1632,EC000043,32,32,320
1633,EC000044,32,32,320
1634,EC000045,15,15,159
1635,EC000046,32,32,320
1636,EC000047,32,32,320
1637,EC000048,11,11,104
1638,EC000049,32,32,320
1639,EC000050,32,32,320
1640,EC000051,32,31,319
1641,EC000052,32,32,320
1642,EC000053,32,32,49
1643,EC000054,32,32,320
1644,EC000055,32,32,320
1645,EC000056,32,32,320
1646,EC000057,32,32,320
1647,EC000058,32,32,320
1648,EC000059,32,32,320
1649,EC000060,32,32,320
1650,EC000061,32,32,320
1651,EC000062,32,32,320
1652,EC000063,32,32,320
1653,EC000064,32,32,320
1654,EC000065,32,32,320
1655,EC000066,32,32,320
1656,EC000067,32,32,320
1657,EC000068,32,30,320
1658,EC000069,32,32,320
1659,EC000070,32,32,49
1660,EC000071,32,32,318
1661,EC000072,32,32,320
1662,EC000073,32,32,320
1663,EC000074,32,32,320
1664,EC000075,32,32,320
1665,EC000076,32,32,320
1666,EC000077,32,32,320
1667,EC000078,32,32,320
1668,EC000079,32,32,320
1669,EC000080,32,32,320
1670,EC000081,32,32,320
1671,EC000082,32,32,320
1672,EC000083,32,32,320
1673,EC000084,32,31,320
1674,EC000085,32,32,320
1675,EC000086,32,32,320
1676,EC000087,32,32,320
1677,EC000088,32,32,320
1678,EC000089,32,32,316
1679,EC000090,32,32,320
1680,EC000091,32,32,320
1681,EC000092,32,32,320
1682,EC000093,32,32,316
1683,EC000094,31,28,301
1684,EC000095,32,32,308
1685,EC000096,32,31,320
1686,EC000097,32,32,320
1687,EC000098,32,31,320
1688,EC000099,32,32,320
1689,EC000100,32,32,320
1690,EC000101,32,32,320
1691,EC000102,32,32,80
1692,EC000103,32,32,320
1693,EC000104,32,32,320
1694,EC000105,32,32,320
1695,EC000106,32,32,320
1696,EC000107,32,32,320
1697,EC000108,32,32,320
1698,EC000109,32,32,320
1699,EC000110,32,32,320
1700,EC000111,32,32,319
1701,EC000112,32,32,320
1702,EC000113,32,32,320
1703,EC000114,32,32,320
1704,EC000115,32,26,320
1705,EC000116,32,32,320
1706,EC000117,32,32,320
1707,EC000118,32,31,320
1708,EC000119,32,32,320
1709,EC000120,32,32,320
1710,EC000121,32,29,320
1711,EC000122,32,32,320
1712,EC000123,32,32,320
1713,EC000124,32,32,320
1714,EC000125,32,32,320
1715,EC000126,32,31,320
1716,EC000127,32,32,320
1717,EC000128,32,32,320
1718,EC000129,32,32,320
1719,EC000130,32,31,320
1720,EC000131,32,32,320
1721,EC000132,32,32,320
1722,EC000133,32,32,320
1723,EC000134,32,32,320
1724,EC000135,32,32,320
1725,EC000136,32,32,320
1726,EC000137,21,21,208
1727,EC000138,32,32,320
1728,EC000139,32,32,320
1729,EC000140,32,32,320
1730,EC000141,32,32,319
1731,EC000142,32,32,320
1732,EC000143,32,32,320
1733,EC000144,32,32,320
1734,EC000145,32,32,320
1735,EC000146,32,32,320
1736,EC000147,32,32,320
1737,EC000148,32,32,320
1738,EC000149,32,32,320
1739,EC000150,32,32,320
1740,EC000151,32,32,320
1741,EC000152,32,32,320
1742,EC000153,32,32,320
1743,EC000154,32,32,320
1744,EC000155,32,32,320
1745,EC000156,32,32,320
1746,EC000157real,0,0,0
1747,EC000158,32,32,320
1748,EC000159,32,32,320
1749,EC000160,32,32,320
1750,EC000161,32,32,320
1751,EC000162,32,32,320
1752,EC000163,32,32,320
1753,EC000164,32,32,318
1754,EC000165,32,32,320
1755,EC000166,32,32,320
1756,EC000167,32,32,320
1757,EC000168,32,32,320
1758,EC000169,32,32,320
1759,EC000170,32,32,320
1760,EC000171,32,32,240
1761,EC103-132DMSO1,384,0,0
1762,EC103-132DMSO2,384,0,0
1763,EC103-132LM2,64,11,309
1764,EC133-171DMSO1,384,0,0
1765,EC133-171DMSO2,384,0,0
1766,EC133-171LM1,64,11,309
1767,EC133-171LM2,64,11,309
1768,GR00003279,128,112,1295
1769,GR00003280,128,112,1295
1770,GR00003281,128,112,1295
1771,GR00003282,128,112,1295
1772,GR00003283,256,44,1236
1773,GR00003284,128,112,1295
1774,GR00003285,128,112,1295
1775,GR00003286,128,112,1295
1776,GR00003287,128,112,1295
1777,GR00003288,128,112,1025
1778,GR00003289,128,112,1025
1779,GR00003290,128,112,1025
1780,GR00003296,128,112,1296
1781,GR00003297,128,112,1296
1782,GR00003298,128,112,1296
1783,GR00003299,128,112,1296
1784,GR00003300,256,44,1236
1785,GR00003301,128,112,1294
1786,GR00003302,128,112,1294
1787,GR00003303,128,112,1294
1788,GR00003306,128,112,1296
1789,GR00003307,128,112,1296
1790,GR00003308,128,112,1296
1791,GR00003309,128,112,1296
1792,GR00003310,256,44,1236
1793,GR00003311,128,112,1296
1794,GR00003313,128,112,1296
1795,GR00003314,128,112,1296
1796,GR00003315,128,112,1296
1797,GR00003316,128,112,1296
1798,GR00003317,128,112,1296
1799,GR00003318,128,112,1296
1800,GR00003330,128,112,1296
1801,GR00003331,128,112,1296
1802,GR00003332,128,112,1296
1803,GR00003333,128,112,1296
1804,GR00003334,256,44,1236
1805,GR00003335,128,112,1296
1806,GR00003336,128,112,1296
1807,GR00003337,128,112,1296
1808,GR00003338,128,112,1296
1809,GR00003339,128,112,1296
1810,GR00003340,256,44,1236
1811,GR00003341,128,112,1056
1812,GR00003342,128,112,1056
1813,GR00003343,128,112,1056
1814,GR00003344,128,112,1056
